roberta_neg,roberta_neu,roberta_pos,Text,Summary,Score,ProfileName,UserId
0.003870168700814247,0.08162686228752136,0.9145029783248901,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many.",great deal.,5,mimimc,A2QOGOXPOVKAJG
0.014716524630784988,0.2771511971950531,0.7081322073936462,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",Better price for this at Target,3,"Lisa J. Szlosek ""lisa""",A1ZR8O62VSU4OK
0.017847515642642975,0.09591609239578247,0.8862364292144775,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy",pretty expensive,5,Peggy,A7ZK2A3VIW7X9
0.9050872921943665,0.08281489461660385,0.012097817845642567,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!,stale product.,1,gary sturrock,A1E09XGZUR78C6
0.013532365672290325,0.07057340443134308,0.9158942103385925,"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough.",Hammer Nutrition 's Fizz Rocks!,5,RLC,A3HR0ZZOFKQ97N
0.0015688097337260842,0.018417537212371826,0.9800136089324951,This product serves me well as a source of electrolytes during and after a long run or bike ride.<br />I have tried all of the flavors but really do like the grapefruit flavor... no after-taste and I actually like the slight carbonation.<br />I use other Hammer products and really like their whole product line.,great source of electrolytes,5,"ChemProf ""chem professor""",A2XIHNXODNZGV4
0.0031999775674194098,0.0804634541273117,0.9163365960121155,This stuff really works for preventing cramping during the middle to latter stages of your rides. Pop 1 into each water bottle and you're set. Flavor is fine and goes down easy.,Great for preventing cramps,5,dhy4b,A3TWF9DQ6MU87E
0.13516123592853546,0.404391884803772,0.46044692397117615,"For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The ""zero carb"" sports drinks didn't help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />I've shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....",Low Carb Alternative to Gatorade,5,Doug,AEFIZIJ1FK1BK
0.87971431016922,0.10624981671571732,0.014035917818546295,"I purchased the Mango flavor, and to me it doesn't take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried.  The mango flavor is one of the least appealing I've tasted.  It's not terrible, but it's bad enough that I notice the bad taste every sip I take.",Taste is not so good.,2,Bill Shirer,A8OFFIAL6XTOH
0.35050180554389954,0.3683784306049347,0.2811197340488434,"If you're impulsive like me, then $6 is ok. Don't get me wrong, the quality of these babies is very good and I have no complaints. But in retrospect, the price is a little ridiculous (esp. when you add on the shipping).",How much would you pay for a bag of chocolate pretzels?,3,calmnsense,A1KL2LAW08X6UQ
0.9601579308509827,0.035429079085588455,0.004412966314703226,this was sooooo deliscious but too bad i ate em too fast and gained 2 pds! my fault,pretzel haven!,5,C. Salcido,AWCBF2ZWIN57F
0.03223990648984909,0.13916099071502686,0.8285990953445435,"These Albanese gummi bears and rings and so on are very good and tasty and high quality. The bears even have little faces. At my local candy store this type of gummi stuff (bears, rings, snakes, balls, worms, whatever) are about $10/lb. These twin packs of 4.5 or 5 pound bags is a screaming deal as far as I'm concerned. I'm probably 50 pounds deep in these friggin' things. Consumed!",Great Gummi!,5,Chet,A27TKQHFW0FB5N
0.0038743335753679276,0.022212039679288864,0.9739136099815369,"Grape gummy bears are hard to find in my area. In fact pretty much anyone I talk to about grape gummy bears they think I'm lying. So I bought 10lbs... : ) These bears are a little bit bigger then the other brands and have kind of sour kick, but nothing to strong. I love grape flavored candy/soda and these are pretty good. There is another company that makes grape gummy bears that are a little bit better in my opinion, but these are well worth it for the price. I like to use the gummy bears in home made Popsicles with flavored sports drink. The salt in the sports drink makes for softer popsicles, and the gummy bears are awesome frozen. They are delicious!",Bigger then other brands,5,2tall,A3BDOAPSF96WGQ
0.0013178958324715495,0.010000751353800297,0.9886813163757324,"I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best I've ever tasted. The pastry was soft, the jam was really good and the taste was great. They were gone in no time. My guests were really impressed.",Best ever latice tart,5,Marie,ATYMT48R62ENE
